objectid,cdmid,title,interviewee,interviewer,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,fileid,collectionid
tchp114,114,Squaxin Island Lives,"Peters, Mark A., 1955-; Peters, Calvin, 1927-2011; Peters, Josephine, 1904-2000; Krise, James, 1916-2003","Bratlie, Carrie",1993,"Tribal members Mark, Calvin, and Josephine Peters and James Krise share their connections to Squaxin Island, a reservation located in the southern part of Puget Sound. Interviewees recount stories from their childhood and describe some of the hardships faced by Puget Sound Native Americans during and after the Great Depression. Mark and Calvin Peters, both tribal fishermen, also comment on the 1974 Boldt Decision, which reaffirmed fishing rights for Washington tribes.","Peters, Mark A., 1955- --Interviews; Peters, Calvin, 1927-2011--Interviews; Peters, Josephine, 1904-2000--Interviews; Krise, James, 1916-2003--Interviews; Krise, Randolph H; Puget Sound Salish Indians--Interviews; Puget Sound Salish Indians--Social life and customs; Indians of North America--Washington (State)--Squaxin Island; Squaxin Island (Wash.); Squaxin Island Tribe of the Squaxin Island Reservation, Washington; Puget Sound Salish Indians--Education; Puget Sound Salish Indians--Government relations; Puget Sound Salish Indians--Social conditions; Puget Sound Salish Indians--Ethnic identity; Discrimination in education--Washington (State); Traditional fishing--Northwest, Pacific",United States--Washington (State)--Squaxin Island; United States -- Washington (State) -- Mason County,,,University of Washington Tacoma Community History Project,chp1993-01,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp115,115,"Brenda Sonnier, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-08essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp116,116,"Tadaye, Yoshiko, and Kimi, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-08trascript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp117,117,"Sadako, Tadaye, and Yoshiko, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-08trascript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp118,118,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1993-08bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp119,119,"Tacomas Nihon Go Gakko, Japanese Language School","Kawasaki, Tadaye Fujimoto; Sugiyama, Yoshiko Fujimoto; Tanbara, Kimi Fujimoto; Hirose, Sadako","Sonnier, Brenda",1993,"Sisters Tadaye ""Teddy"" Kawasaki, Yoshiko Sugiyama, Kimi Tanbara, and friend Sadako Hirose recall their school years at Tacomas Nihon Go Gakko (Japanese Language School) and describe life within the citys Japanese-American community during the 1920s, 30s, and 40s. They provide an extensive history of the school building, including its designation as a registration center following Executive Order 9066 and its use as a hostel for Japanese-Americans returning home from internment camps.","Kawasaki, Tadaye Fujimoto--Interviews; Sugiyama, Yoshiko Fujimoto--Interviews; Tanbara, Kimi Fujimoto--Interviews; Hirose, Sadako--Interviews; Nihongo Gakko (Tacoma, Wash.); Language schools--Washington (State)--Tacoma; School buildings--Washington (State)--Tacoma; Japanese Americans--Washington (State)--Tacoma--Interviews; Japanese Americans--Evacuation and relocation, 1942-1945--Personal narratives; Tacoma (Wash.)--Ethnic relations--History--20th century; Tacoma (Wash.)--Race relations",United States--Washington (State)--Tacoma,,,University of Washington Tacoma Community History Project,chp1993-08,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp120,120,"Helen Gilmore, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-03photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp121,121,"Helen Gilmore, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-03essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp122,122,"Helen Stafford, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-03trascript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp123,123,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1993-03bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp124,124,Actions Speak Louder Than Words: Helen Cecile Beck Stafford,"Stafford, Helen, 1899-2002","Gilmore, Helen I.",1993,"Community leader Helen Stafford shares her life story, describing her childhood in Kansas and her experiences as a young African-American woman in Depression-era Tacoma. Reflecting back on over sixty years of civic involvement, Stafford comments on her work with the Matron's Club, the NAACP, the Alpha Kappa Alpha sorority, and the Washington Public Employees Association labor union. She also provides numerous insights into the changing face of Tacoma after World War II.","Stafford, Helen, 1899-2002--Interviews; Community activists--Washington (State)--Tacoma--Interviews; African American women civic leaders--Washington (State)--Tacoma--Interviews; African Americans--Washington (State)--History; African Americans--Washington (State)--Tacoma--History; Tacoma (Wash.)--History",United States--Kansas--Wamego; United States--Kansas--Topeka; United States--Washington (State)--Tacoma,,,University of Washington Tacoma Community History Project,chp1993-03,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp125,125,"Harold Moss, photograph 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09photograph1,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp126,126,"Harold Moss, photograph 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09photograph2,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp127,127,"Harold Moss, photograph 3",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09photograph3,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp128,128,"Alison Sonntag, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp129,129,"Harold Moss, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09trascript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp130,130,"Harold Moss, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09audio1,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp131,131,"Harold Moss, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09trascript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp132,132,"Harold Moss, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09audio2,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp133,133,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1993-09bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp134,134,Civil Rights and Civic Pride: The Story of Harold G. Moss and the City of Tacoma,"Moss, Harold G., 1929-","Sonntag, Alison H.",1993,"Harold Moss reflects on his forty years of social activism in the Tacoma community and shares stories about the citys gradual shift toward racial integration and equality during the 1950s, 60s, and 70s. He also discusses his childhood in Detroit, his early campaigns for public office, and his eventual appointment to the city council in 1970, earning him the distinction of being the first African-American to hold a public office in Pierce County. An addendum includes quotations from Mosss inaugural speech after being appointed Mayor of Tacoma in 1994, the first African-American to serve in that capacity.","Moss, Harold G., 1929-; Mayors--Washington (State)--Tacoma--Interviews; African Americans--Washington (State)--Tacoma--Interviews; African American politicians--Washington (State)--Tacoma--Interviews; African American civil rights workers--Washington (State)--Tacoma--Interviews; Political activists--Washington (State)--Tacoma--Interviews; Civil rights movements--Washington (State)--Tacoma; Social justice--Washington (State)--Tacoma; Race discrimination--Washington (State)--Tacoma; Tacoma (Wash.)--Race relations; Tacoma (Wash.)--History",United States--Washington (State)--Tacoma,,,University of Washington Tacoma Community History Project,chp1993-09,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp135,135,"Janice M. Foster, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-01essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp136,136,"Dennis Flannigan, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-01trascript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp137,137,"Dennis Flannigan, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-01audio1,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp138,138,"Gregory Kleiner, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-01trascript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp139,139,"Gregory Kleiner, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-01audio2,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp140,140,"Jim Walton, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-01trascript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp141,141,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1994-01bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp142,142,The Safe Streets Campaign: Tacoma and Pierce County Respond to Youth Violence,"Flannigan, Dennis; Kleiner, Greg, 1949- ; Walton, James L.","Foster, Janice M.",1994,"Pierce County Councilman Dennis Flannigan, Safe Streets program coordinator Greg Kleiner, and Deputy City Manager Jim Walton talk about their involvement with Tacomas Safe Streets Campaign. Interviewees discuss the programs short-term and long-term goals and describe some of the difficulties in organizing grassroots movements.","Flannigan, Dennis--Interviews; Kleiner, Greg, 1949--Interviews; Walton, James L., 1939--Interviews; City managers--Washington (State)--Tacoma--Interviews; County council members--Washington (State)--Pierce County--Interviews; Nonprofit organizations--Washington (State)--Pierce County--Employees--Interviews; Safe Streets Campaign (Tacoma, Wash.); Nonprofit organizations--Washington (State)--Pierce County; Crime prevention--Washington (State)--Tacoma--Citizen participation; Drug abuse and crime--Washington (State)--Tacoma; Gangs--Washington (State)--Tacoma",United State--Washington (State)--Tacoma ; United States--Washington (State)--Pierce County,,,University of Washington Tacoma Community History Project,chp1994-01,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp149,149,"Bernice Canada, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-03photograph1,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp150,150,"Louise R. Turner, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-03photograph2,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp151,151,"Preston T. Jones, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-03essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp152,152,"Bernice Canada and Louise R. Turner, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-03trascript,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp153,153,"Bernice Canada and Louise R. Turner, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-03audio,Sound,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp154,154,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1994-03bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp155,155,African American Life in Tacoma,"Turner, Louise R., 1907-1998; Canada, Bernice C., 1913-1998","Jones, Preston T.",1994,Sisters and lifelong Tacoma residents Louise Turner and Bernice Canada share their family history and reflect on how the city's racial attitudes have changed during their lifetimes. They describe their experiences as African Americans growing up in turn-of-the-century Tacoma and comment on the rise of segregation during and after the World Wars. Turner and Canada also touch on their work as Eucharistic ministers. The interview concludes with their thoughts on the importance of family values.,"Turner, Louise R., 1907-1998--Interviews; Canada, Bernice C., 1913-1998--Interviews; African American women--Washington (State)--Tacoma--Interviews; African Americans--Washington (State)--Tacoma--History; African Americans--Washington (State)--Tacoma--Social conditions; Lay ministry--Washington (State)--Tacoma; Tacoma (Wash.)--Race relations; Tacoma (Wash.)--History",United States--Washington (State)--Tacoma,,,University of Washington Tacoma Community History Project,chp1994-03,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
